timestamp_us,raw
87552900,1916.0
87554900,1903.0
87556900,1907.0
87558899,1922.0
87560900,1909.0
87562900,1910.0
87564900,1898.0
87566900,1904.0
87568900,1900.0
87570899,1898.0
87572900,1897.0
87574900,1898.0
87576900,1900.0
87578900,1895.0
87580900,1893.0
87582900,1874.0
87584899,1892.0
87586900,1895.0
87588900,1897.0
87590900,1898.0
87592900,1901.0
87594900,1899.0
87596900,1901.0
87598900,1897.0
87600900,1897.0
87602900,1899.0
87604900,1902.0
87606900,1897.0
87608900,1898.0
87610900,1893.0
87612900,1893.0
87614900,1888.0
87616900,1902.0
87618900,1904.0
87620900,1893.0
87622900,1893.0
87624900,1901.0
87626900,1901.0
87628900,1899.0
87630900,1903.0
87632899,1901.0
87634900,1901.0
87636900,1909.0
87638900,1910.0
87640899,1909.0
87642900,1915.0
87644900,1914.0
87646900,1917.0
87648900,1910.0
87650900,1904.0
87652900,1907.0
87654900,1915.0
87656900,1910.0
87658899,1909.0
87660900,1902.0
87662899,1907.0
87664900,1904.0
87666900,1897.0
87668900,1909.0
87670899,1911.0
87672900,1891.0
87674900,1903.0
87676900,1898.0
87678900,1902.0
87680900,1899.0
87682900,1902.0
87684900,1896.0
87686900,1893.0
87688899,1901.0
87690900,1888.0
87692900,1891.0
87694900,1894.0
87696900,1909.0
87698899,1896.0
87700900,1901.0
87702900,1899.0
87704900,1902.0
87706899,1899.0
87708900,1903.0
87710900,1901.0
87712900,1895.0
87714900,1894.0
87716899,1899.0
87718900,1899.0
87720899,1897.0
87722900,1906.0
87724900,2007.0
87726900,1899.0
87728900,1903.0
87730900,1895.0
87732900,1904.0
87734900,1908.0
87736900,1904.0
87738899,1910.0
87740900,1911.0
87742900,1914.0
87744899,1910.0
87746900,1919.0
87748900,1911.0
87750900,1915.0
87752900,1919.0
87754900,1911.0
87756900,1915.0
87758900,1909.0
87760900,1910.0
87762900,1905.0
87764900,1892.0
87766899,1904.0
87768900,1905.0
87770900,1936.0
87772900,1902.0
87774900,1901.0
87776899,1900.0
87778900,1900.0
87780900,1899.0
87782900,1893.0
87784900,1899.0
87786900,1894.0
87788900,1894.0
87790900,1899.0
87792900,1910.0
87794900,1899.0
87796900,1899.0
87798900,1907.0
87800900,1903.0
87802900,1895.0
87804900,1884.0
87806899,1895.0
87808900,1901.0
87810900,1898.0
87812900,1899.0
87814900,1901.0
87816900,1895.0
87818900,1903.0
87820900,1900.0
87822899,1891.0
87824899,1937.0
87826900,1900.0
87828900,1902.0
87830900,1904.0
87832900,1908.0
87834899,1936.0
87836900,1905.0
87838900,1899.0
87840900,1915.0
87842900,1911.0
87844900,1913.0
87846900,1917.0
87848899,1919.0
87850900,1915.0
87852900,1915.0
87854900,1909.0
87856900,1910.0
87858900,1907.0
87860900,1913.0
87862900,1905.0
87864900,2064.0
87866899,1902.0
87868900,1904.0
87870900,1899.0
87872899,1937.0
87874900,1895.0
87876900,1904.0
87878900,1907.0
87880900,1904.0
87882899,1874.0
87884900,1899.0
87886900,1901.0
87888900,1901.0
87890900,1889.0
87892900,1900.0
87894900,1893.0
87896900,1898.0
87898900,1902.0
87900900,1898.0
87902900,1897.0
87904900,1899.0
87906900,1946.0
87908900,1884.0
87910899,1903.0
87912900,1903.0
87914900,1899.0
87916900,1907.0
87918900,1908.0
87920900,1943.0
87922900,1890.0
87924900,1899.0
87926900,1849.0
87928900,1978.0
87930900,1867.0
87932900,1904.0
87934900,1866.0
87936900,1899.0
87938899,1904.0
87940900,1910.0
87942900,1925.0
87944900,1891.0
87946900,1912.0
87948900,1909.0
87950900,1915.0
87952900,1911.0
87954900,1911.0
87956900,1917.0
87958900,1887.0
87960899,1881.0
87962900,1897.0
87964900,1904.0
87966900,1889.0
87968900,1901.0
87970899,1899.0
87972900,1905.0
87974900,1887.0
87976900,1905.0
87978900,1904.0
87980900,1899.0
87982900,1901.0
87984900,1919.0
87986899,1933.0
87988899,1891.0
87990900,1895.0
87992900,1895.0
87994900,1931.0
87996900,1904.0
87998900,1913.0
88000900,1920.0
88002900,1881.0
88004900,1902.0
88006900,1902.0
88008900,1870.0
88010900,1900.0
88012899,1890.0
88014900,1910.0
88016900,1899.0
88018900,1914.0
88020900,1899.0
88022900,1901.0
88024900,1890.0
88026900,1883.0
88028900,1905.0
88030900,1910.0
88032900,1889.0
88034900,1904.0
88036900,1946.0
88038900,1918.0
88040900,1920.0
88042900,1906.0
88044900,1930.0
88046900,1919.0
88048900,1913.0
88050900,1850.0
88052900,1914.0
88054900,1905.0
88056900,1863.0
88058900,1909.0
88060900,1873.0
88062900,1856.0
88064900,1897.0
88066900,1902.0
88068899,1899.0
88070900,1844.0
88072900,1892.0
88074900,1900.0
88076900,1906.0
88078899,1910.0
88080900,1904.0
88082900,1887.0
88084899,1897.0
88086900,1904.0
88088900,1914.0
88090900,1919.0
88092900,1920.0
88094900,1898.0
88096900,1907.0
88098900,1920.0
88100900,1893.0
88102899,1890.0
88104899,1899.0
88106900,1907.0
88108900,1863.0
88110900,1904.0
88112899,1868.0
88114900,1893.0
88116900,1902.0
88118900,1877.0
88120899,1904.0
88122900,1891.0
88124899,1887.0
88126900,1850.0
88128900,1909.0
88130900,1886.0
88132900,1904.0
88134900,1904.0
88136899,1911.0
88138900,1908.0
88140900,1904.0
88142900,1923.0
88144900,1893.0
88146900,1918.0
88148900,1917.0
88150900,1918.0
88152900,1909.0
88154900,1906.0
88156900,1894.0
88158900,1910.0
88160899,1911.0
88162900,1909.0
88164900,1906.0
88166900,1927.0
88168900,1907.0
88170900,1920.0
88172900,1828.0
88174900,1904.0
88176900,1907.0
88178900,1910.0
88180900,1899.0
88182900,1895.0
88184900,1851.0
88186899,1902.0
88188900,1901.0
88190900,1900.0
88192900,1875.0
88194900,1888.0
88196900,1905.0
88198900,1898.0
88200899,1895.0
88202900,1901.0
88204900,1917.0
88206900,1898.0
88208900,1899.0
88210900,1877.0
88212900,1902.0
88214899,1911.0
88216900,1904.0
88218900,1904.0
88220900,1897.0
88222900,1904.0
88224900,1901.0
88226900,1901.0
88228900,1907.0
88230900,1902.0
88232900,1907.0
88234899,1907.0
88236900,1908.0
88238900,1909.0
88240899,1923.0
88242900,1919.0
88244900,1915.0
88246900,1917.0
88248900,1914.0
88250899,1921.0
88252900,1919.0
88254900,1908.0
88256900,1914.0
88258900,1904.0
88260900,1899.0
88262900,1904.0
88264899,1906.0
88266900,1904.0
88268899,1901.0
88270900,1899.0
88272899,1899.0
88274900,1897.0
88276900,1892.0
88278900,1904.0
88280900,1897.0
88282900,1892.0
88284900,1899.0
88286900,1903.0
88288900,1903.0
88290900,1894.0
88292899,1898.0
88294900,1904.0
88296900,1894.0
88298900,1901.0
88300900,1889.0
88302900,1895.0
88304900,1903.0
88306900,1903.0
88308900,1890.0
88310900,1904.0
88312900,1893.0
88314899,1898.0
88316900,1900.0
88318900,1903.0
88320899,1904.0
88322900,1901.0
88324900,1894.0
88326900,1888.0
88328900,1904.0
88330899,1915.0
88332900,1904.0
88334900,1907.0
88336900,1911.0
88338900,1910.0
88340900,1906.0
88342900,1918.0
88344900,1925.0
88346899,1913.0
88348900,1915.0
88350900,1916.0
88352900,1921.0
88354899,1920.0
88356899,1911.0
88358900,1917.0
88360900,1907.0
88362900,1904.0
88364899,1903.0
88366900,1904.0
88368900,1904.0
88370900,1887.0
88372900,1904.0
88374900,1903.0
88376900,1897.0
88378900,1904.0
88380900,1902.0
88382900,1904.0
88384900,1901.0
88386900,1901.0
88388900,1895.0
88390900,1904.0
88392900,1895.0
88394900,1886.0
88396900,1910.0
88398900,1895.0
88400900,1902.0
88402900,1901.0
88404900,1899.0
88406900,1897.0
88408900,1904.0
88410900,1904.0
88412900,1900.0
88414900,1894.0
88416899,1904.0
88418899,1895.0
88420900,1890.0
88422900,1896.0
88424900,1904.0
88426900,1907.0
88428900,1899.0
88430900,1910.0
88432899,1898.0
88434900,1907.0
88436900,1909.0
88438900,1915.0
88440900,1921.0
88442900,1915.0
88444900,1918.0
88446900,1915.0
88448900,1918.0
88450900,1914.0
88452900,1911.0
88454900,1914.0
88456900,1914.0
88458900,1911.0
88460899,1904.0
88462900,1910.0
88464900,1897.0
88466900,1904.0
88468900,1904.0
88470900,1903.0
88472900,1895.0
88474900,1914.0
88476900,1895.0
88478900,1901.0
88480900,1898.0
88482900,1897.0
88484900,1899.0
88486900,1893.0
88488899,1902.0
88490900,1901.0
88492900,1904.0
88494900,1894.0
88496900,1903.0
88498900,1904.0
88500900,1895.0
88502899,1904.0
88504900,1904.0
88506899,1904.0
88508900,1897.0
88510900,1897.0
88512899,1901.0
88514900,1891.0
88516899,1913.0
88518900,1905.0
88520900,1903.0
88522900,1898.0
88524900,1910.0
88526899,1901.0
88528900,1910.0
88530900,1904.0
88532899,1908.0
88534900,1901.0
88536900,1903.0
88538900,1911.0
88540900,1914.0
88542900,1903.0
88544900,1917.0
88546899,1914.0
88548899,1918.0
88550899,1916.0
88552900,1915.0
88554900,1917.0
88556900,1915.0
88558900,1907.0
88560900,1907.0
88562900,1910.0
88564900,1919.0
88566900,1905.0
88568900,1904.0
88570900,1902.0
88572900,1897.0
88574900,1904.0
88576900,1902.0
88578900,1898.0
88580900,1897.0
88582900,1899.0
88584900,1903.0
88586900,1904.0
88588900,1903.0
88590899,1901.0
88592900,1898.0
88594900,1901.0
88596900,1901.0
88598900,1904.0
88600900,1893.0
88602899,1901.0
88604900,1904.0
88606900,1915.0
88608900,1904.0
88610900,1899.0
88612900,1899.0
88614900,1897.0
88616900,1900.0
88618899,1899.0
88620900,1900.0
88622900,1901.0
88624900,1902.0
88626900,1904.0
88628900,1904.0
88630900,1904.0
88632900,1909.0
88634900,1910.0
88636900,1913.0
88638900,1908.0
88640899,1914.0
88642899,1915.0
88644900,1917.0
88646900,1914.0
88648900,1903.0
88650900,1914.0
88652900,1917.0
88654900,1913.0
88656900,1909.0
88658900,1909.0
88660899,1902.0
88662900,1909.0
88664899,1903.0
88666900,1904.0
88668900,1904.0
88670900,1901.0
